point_id,label,prefecture,elevation_m,slope_deg,local_relief_m,distance_to_volcano_km,distance_to_river_km,distance_to_lake_km,vegetation_naturalness,geology_group
control.geojson#689,0,長野県,543.6,14.07,68.2,33.83,0.08,6.39,3.0,堆積岩
control.geojson#690,0,長野県,498.3,11.44,97.9,68.85,0.0,17.681,6.0,火成岩
control.geojson#691,0,長野県,365.5,0.49,2.3,27.6,0.052,10.129,1.0,堆積岩
control.geojson#692,0,長野県,1076.9,2.5,38.2,23.14,0.405,15.297,6.0,堆積岩
control.geojson#693,0,長野県,2646.5,11.47,134.7,32.67,0.681,8.41,9.0,火成岩
control.geojson#694,0,長野県,801.3,5.5,88.2,51.56,0.107,15.22,2.0,火成岩
control.geojson#695,0,長野県,725.1,1.5,8.0,20.44,0.258,4.99,2.0,堆積岩
control.geojson#696,0,長野県,426.3,3.99,29.6,20.23,0.12,6.948,7.0,堆積岩
control.geojson#697,0,長野県,1299.3,3.52,22.1,12.83,0.31,8.012,7.0,火成岩
control.geojson#698,0,長野県,713.1,2.33,10.0,45.65,0.535,6.825,2.0,堆積岩
control.geojson#699,0,長野県,932.2,2.1,78.4,33.93,0.924,10.355,7.0,堆積岩
control.geojson#700,0,長野県,355.1,0.72,3.7,30.8,0.391,13.746,2.0,堆積岩
control.geojson#701,0,長野県,599.4,8.49,43.2,22.51,1.909,9.211,6.0,堆積岩
control.geojson#702,0,長野県,680.5,0.65,18.3,12.32,0.075,6.993,2.0,火成岩
control.geojson#703,0,長野県,2000.0,33.97,165.3,5.05,1.159,9.267,9.0,火成岩
control.geojson#704,0,長野県,634.8,0.24,6.0,26.65,0.142,11.758,2.0,堆積岩
control.geojson#705,0,長野県,1345.9,9.83,61.4,15.1,0.368,5.886,6.0,堆積岩
control.geojson#706,0,長野県,1115.0,0.0,16.4,23.35,0.076,13.913,6.0,付加体
control.geojson#707,0,長野県,423.1,3.15,10.4,53.06,0.103,10.126,2.0,
control.geojson#708,0,長野県,1305.2,0.97,65.8,24.16,0.414,6.81,7.0,付加体
control.geojson#709,0,長野県,1600.0,8.35,75.2,12.09,0.434,10.791,8.0,火成岩
control.geojson#710,0,長野県,379.5,1.35,8.6,19.19,0.536,14.931,1.0,堆積岩
control.geojson#711,0,長野県,383.9,3.2,17.3,38.09,0.131,4.272,9.0,堆積岩
control.geojson#712,0,長野県,624.8,8.35,58.3,32.84,0.93,16.116,1.0,堆積岩
control.geojson#713,0,長野県,793.1,6.1,75.6,36.67,0.101,0.195,2.0,堆積岩
control.geojson#714,0,長野県,891.8,1.76,95.8,29.17,0.09,14.515,6.0,変成岩
control.geojson#715,0,長野県,488.4,4.21,42.5,32.79,0.086,5.05,7.0,堆積岩
control.geojson#716,0,長野県,1106.4,3.78,49.9,9.84,0.682,10.307,6.0,火成岩
control.geojson#717,0,長野県,3166.5,54.22,188.0,13.87,1.471,18.645,9.0,変成岩
control.geojson#718,0,長野県,936.1,4.31,17.5,11.39,0.598,0.789,6.0,堆積岩
control.geojson#719,0,長野県,318.2,3.06,23.9,22.45,0.652,7.448,1.0,堆積岩
control.geojson#720,0,長野県,725.1,2.9,66.7,20.02,0.175,2.658,2.0,火成岩
control.geojson#721,0,長野県,602.3,1.01,4.9,34.16,0.44,4.184,1.0,堆積岩
control.geojson#722,0,長野県,759.0,0.0,0.0,19.41,0.058,0.007,,
control.geojson#723,0,長野県,315.7,3.35,94.1,72.96,0.074,9.668,7.0,火成岩
control.geojson#724,0,長野県,585.7,1.99,6.8,34.39,0.372,4.646,1.0,堆積岩
control.geojson#725,0,長野県,755.6,4.29,27.8,36.41,0.202,0.986,7.0,堆積岩
control.geojson#726,0,長野県,1000.6,3.06,89.2,29.47,0.983,10.187,7.0,火成岩
control.geojson#727,0,長野県,587.4,0.65,3.4,34.29,0.018,4.924,1.0,堆積岩
control.geojson#728,0,長野県,842.8,5.09,42.5,41.76,0.069,0.808,9.0,堆積岩
control.geojson#729,0,長野県,568.5,0.27,2.5,27.09,0.26,12.59,2.0,堆積岩
control.geojson#730,0,岐阜県,214.8,5.37,55.5,63.17,0.094,4.13,8.0,付加体
control.geojson#731,0,岐阜県,403.7,18.73,128.0,59.64,0.248,7.645,9.0,付加体
control.geojson#732,0,岐阜県,10.1,0.0,0.3,84.29,1.01,19.429,1.0,堆積岩
control.geojson#733,0,岐阜県,14.2,0.62,2.0,85.33,0.623,9.152,2.0,堆積岩
control.geojson#734,0,岐阜県,244.7,15.44,70.6,48.43,0.034,16.263,6.0,付加体
control.geojson#735,0,岐阜県,435.2,3.61,23.7,66.0,0.209,11.304,4.0,堆積岩
control.geojson#736,0,岐阜県,526.0,5.08,19.5,58.8,0.065,4.06,1.0,堆積岩
control.geojson#737,0,岐阜県,358.0,13.26,91.3,56.65,0.043,16.382,2.0,火成岩
control.geojson#738,0,岐阜県,616.0,10.9,39.7,11.9,0.235,4.107,2.0,火成岩
control.geojson#739,0,岐阜県,436.5,1.56,38.3,26.33,0.033,6.846,2.0,火成岩
control.geojson#740,0,岐阜県,322.1,3.9,38.1,45.54,0.378,7.298,7.0,堆積岩
control.geojson#741,0,岐阜県,160.1,5.28,73.8,60.11,0.029,12.2,6.0,付加体
control.geojson#742,0,岐阜県,134.9,6.03,43.9,70.3,0.489,13.494,2.0,付加体
control.geojson#743,0,岐阜県,14.8,0.69,2.5,80.57,0.105,15.085,1.0,堆積岩
control.geojson#744,0,岐阜県,145.6,4.34,34.4,71.77,0.484,9.58,7.0,付加体
control.geojson#745,0,岐阜県,508.0,1.12,23.5,22.58,0.041,12.397,2.0,堆積岩
control.geojson#746,0,岐阜県,244.9,7.29,42.2,62.62,1.05,6.125,7.0,堆積岩
control.geojson#747,0,岐阜県,344.6,12.22,88.1,34.71,0.079,4.448,2.0,堆積岩
control.geojson#748,0,岐阜県,21.2,0.85,3.6,88.03,0.363,5.954,2.0,堆積岩
control.geojson#749,0,岐阜県,126.0,2.27,46.4,70.01,0.344,5.455,2.0,堆積岩
control.geojson#750,0,岐阜県,383.3,4.16,33.0,51.09,0.582,4.207,6.0,堆積岩
control.geojson#751,0,岐阜県,19.6,0.0,0.5,78.75,0.335,14.768,1.0,堆積岩
control.geojson#752,0,岐阜県,854.0,25.39,75.5,29.38,0.052,4.018,6.0,堆積岩
control.geojson#753,0,岐阜県,276.9,1.27,7.7,49.71,0.269,3.062,1.0,堆積岩
control.geojson#754,0,岐阜県,194.8,12.17,119.8,52.49,0.024,2.74,7.0,付加体
control.geojson#755,0,岐阜県,32.0,2.21,8.4,89.99,0.34,4.565,2.0,堆積岩
control.geojson#756,0,岐阜県,89.1,0.87,61.2,71.39,0.076,9.334,7.0,付加体
control.geojson#757,0,岐阜県,137.7,3.54,32.4,61.86,0.611,6.615,7.0,火成岩
control.geojson#758,0,岐阜県,419.9,0.35,14.8,24.35,0.301,8.604,2.0,堆積岩
control.geojson#759,0,岐阜県,560.0,2.36,24.3,34.34,0.216,0.029,2.0,火成岩
control.geojson#760,0,岐阜県,126.1,2.74,20.3,68.81,0.223,5.111,2.0,堆積岩
control.geojson#761,0,岐阜県,6.7,0.04,0.7,92.66,1.47,20.936,1.0,堆積岩
control.geojson#762,0,岐阜県,412.7,4.62,30.2,55.56,0.065,2.622,6.0,火成岩
control.geojson#763,0,岐阜県,64.8,8.96,65.3,67.96,0.343,16.571,7.0,付加体
control.geojson#764,0,岐阜県,137.7,3.54,32.4,61.86,0.611,6.615,7.0,火成岩
control.geojson#765,0,岐阜県,842.3,39.22,170.4,34.68,0.096,10.444,9.0,火成岩
control.geojson#766,0,岐阜県,213.4,1.47,11.2,67.72,0.272,8.775,7.0,堆積岩
control.geojson#767,0,岐阜県,5.5,0.0,0.5,89.83,0.038,11.985,1.0,堆積岩
control.geojson#768,0,岐阜県,791.7,11.11,57.8,35.96,0.352,15.406,7.0,火成岩
control.geojson#769,0,岐阜県,493.5,0.57,3.1,34.98,0.31,13.415,1.0,堆積岩
control.geojson#770,0,岐阜県,174.2,6.97,52.5,69.07,0.473,10.139,7.0,堆積岩
control.geojson#771,0,岐阜県,98.8,1.0,22.3,69.78,0.378,11.045,1.0,堆積岩
control.geojson#772,0,岐阜県,57.8,0.22,0.8,67.29,0.132,17.064,2.0,堆積岩
control.geojson#773,0,岐阜県,98.7,0.98,20.4,69.78,0.374,11.047,1.0,堆積岩
control.geojson#774,0,岐阜県,2.6,0.0,0.4,97.28,1.557,14.577,2.0,堆積岩
control.geojson#775,0,岐阜県,40.3,0.05,1.2,76.45,0.038,11.898,2.0,堆積岩
control.geojson#776,0,岐阜県,13.8,3.5,5.0,87.32,0.245,20.629,,堆積岩
control.geojson#777,0,岐阜県,179.7,29.79,114.9,59.71,0.557,8.006,2.0,付加体
control.geojson#778,0,岐阜県,108.5,2.81,57.2,67.07,0.086,15.093,7.0,付加体
control.geojson#779,0,岐阜県,961.4,26.15,136.1,34.0,0.318,14.985,9.0,火成岩
control.geojson#780,0,岐阜県,524.5,2.35,36.2,64.2,0.347,10.314,2.0,火成岩
control.geojson#781,0,岐阜県,653.6,0.77,4.9,28.44,0.064,15.532,2.0,堆積岩
control.geojson#782,0,岐阜県,58.5,0.46,3.1,69.68,0.026,12.934,2.0,堆積岩
control.geojson#783,0,岐阜県,413.5,3.36,44.1,57.63,0.227,9.877,6.0,付加体
control.geojson#784,0,岐阜県,244.7,15.44,70.6,48.43,0.034,16.263,6.0,付加体
control.geojson#785,0,岐阜県,105.0,0.0,7.1,58.39,0.213,3.706,1.0,堆積岩
control.geojson#786,0,岐阜県,163.3,18.52,90.7,71.15,0.603,9.875,7.0,付加体
control.geojson#787,0,静岡県,20.7,33.92,79.5,16.03,0.794,12.315,1.0,堆積岩
control.geojson#788,0,静岡県,229.1,17.91,79.7,17.5,0.446,14.194,6.0,火成岩
control.geojson#789,0,静岡県,122.1,10.21,119.3,64.01,0.699,36.692,1.0,付加体
control.geojson#790,0,静岡県,24.2,0.91,2.8,15.45,0.146,11.148,1.0,火成岩
control.geojson#791,0,静岡県,21.0,0.82,3.7,53.12,1.826,28.45,1.0,堆積岩
control.geojson#792,0,静岡県,10.4,0.73,2.3,101.15,0.398,17.063,2.0,堆積岩
control.geojson#793,0,静岡県,125.6,28.4,121.5,17.13,0.718,12.504,1.0,火成岩
control.geojson#794,0,静岡県,,,,17.17,0.375,13.107,6.0,
control.geojson#795,0,静岡県,17.7,1.94,4.9,55.11,0.223,29.113,1.0,堆積岩
control.geojson#796,0,静岡県,267.8,5.72,66.4,19.83,0.603,16.664,6.0,火成岩
control.geojson#797,0,静岡県,39.8,11.63,32.3,97.77,0.284,9.701,6.0,堆積岩
control.geojson#798,0,静岡県,317.8,1.44,38.5,8.66,0.042,5.265,6.0,火成岩
control.geojson#799,0,静岡県,28.4,15.92,47.5,16.77,8.368,13.467,,火成岩
control.geojson#800,0,静岡県,5.2,0.4,1.3,65.66,0.034,36.572,1.0,堆積岩
control.geojson#801,0,静岡県,51.2,9.99,20.6,3.18,0.356,5.552,7.0,火成岩
control.geojson#802,0,静岡県,547.9,3.79,21.2,14.77,0.803,9.266,2.0,火成岩
control.geojson#803,0,静岡県,9.8,8.58,26.2,129.81,0.402,0.395,2.0,堆積岩
control.geojson#804,0,静岡県,11.2,0.57,2.6,52.29,0.388,29.816,1.0,堆積岩
control.geojson#805,0,静岡県,0.0,0.35,1.3,22.58,0.406,14.588,1.0,
control.geojson#806,0,静岡県,21.3,2.06,3.8,18.54,0.158,6.226,1.0,堆積岩
control.geojson#807,0,静岡県,25.3,1.7,32.3,52.85,0.991,27.425,1.0,堆積岩
control.geojson#808,0,静岡県,69.9,0.0,25.0,75.72,0.343,32.942,1.0,付加体
control.geojson#809,0,静岡県,10.0,3.07,20.2,16.23,0.171,11.562,1.0,堆積岩
control.geojson#810,0,静岡県,34.3,36.81,60.9,52.8,0.87,27.284,1.0,堆積岩
control.geojson#811,0,静岡県,23.9,1.11,2.8,15.49,0.102,11.191,1.0,火成岩
control.geojson#812,0,静岡県,49.5,2.73,48.2,25.46,0.484,16.747,3.0,堆積岩
control.geojson#813,0,静岡県,27.5,2.58,9.9,104.72,0.021,15.996,6.0,堆積岩
control.geojson#814,0,静岡県,45.4,1.5,29.2,107.82,0.219,8.978,3.0,堆積岩
control.geojson#815,0,静岡県,2.0,,60.0,6.61,2.446,3.497,6.0,火成岩
control.geojson#816,0,静岡県,0.2,1.42,3.4,16.55,0.448,11.957,1.0,その他
control.geojson#817,0,静岡県,3054.4,27.51,235.1,1.17,7.699,14.092,,火成岩
control.geojson#818,0,静岡県,4.3,1.42,4.0,56.29,0.412,33.358,,堆積岩
control.geojson#819,0,静岡県,25.1,4.21,21.9,116.32,0.219,2.386,1.0,堆積岩
control.geojson#820,0,静岡県,119.7,17.07,71.2,84.18,0.256,28.158,6.0,堆積岩
control.geojson#821,0,静岡県,26.5,0.94,4.4,106.97,0.464,13.569,3.0,堆積岩
control.geojson#822,0,静岡県,43.6,3.74,36.3,107.45,0.189,4.118,3.0,堆積岩
control.geojson#823,0,静岡県,16.5,21.04,12.4,93.97,0.106,39.999,10.0,堆積岩
control.geojson#824,0,静岡県,118.6,4.06,9.2,18.45,0.06,10.172,1.0,火成岩
control.geojson#825,0,静岡県,5.5,4.16,81.3,28.55,0.468,30.323,1.0,堆積岩
control.geojson#826,0,静岡県,7.6,10.94,36.9,3.95,2.303,5.275,3.0,火成岩
control.geojson#827,0,静岡県,14.8,2.68,13.0,24.55,0.441,23.332,2.0,堆積岩
control.geojson#828,0,静岡県,432.9,1.9,35.7,17.55,0.312,14.328,6.0,火成岩
control.geojson#829,0,静岡県,8.0,5.0,30.8,15.3,0.123,17.842,1.0,堆積岩
control.geojson#830,0,静岡県,3.4,0.95,10.1,86.19,1.751,49.089,1.0,堆積岩
control.geojson#831,0,静岡県,5.1,0.0,0.3,115.97,0.532,3.878,1.0,堆積岩
control.geojson#832,0,静岡県,3.1,0.35,1.4,115.79,0.086,1.457,1.0,堆積岩
control.geojson#833,0,静岡県,805.4,2.22,13.6,14.4,0.173,4.348,2.0,火成岩
control.geojson#834,0,静岡県,45.5,0.32,1.1,115.82,0.609,3.721,2.0,堆積岩
control.geojson#835,0,静岡県,24.8,0.07,2.1,104.9,0.06,8.874,2.0,堆積岩
control.geojson#836,0,静岡県,0.0,0.37,0.9,44.23,0.51,29.499,1.0,その他
control.geojson#837,0,静岡県,132.8,29.14,114.2,30.63,0.859,20.014,,堆積岩
control.geojson#838,0,静岡県,4.2,4.88,30.3,16.54,0.11,11.894,1.0,堆積岩
control.geojson#839,0,静岡県,8.2,0.58,2.0,130.26,0.057,0.558,,堆積岩
control.geojson#840,0,静岡県,35.1,25.1,63.9,32.56,1.395,25.503,9.0,堆積岩
control.geojson#841,0,静岡県,0.7,,47.9,31.19,1.787,17.088,,堆積岩
control.geojson#842,0,静岡県,5.2,0.46,4.9,50.41,0.187,29.037,1.0,堆積岩
control.geojson#843,0,静岡県,11.9,0.74,3.1,27.12,0.212,19.104,5.0,堆積岩
control.geojson#844,0,静岡県,52.7,7.61,77.6,99.01,0.033,1.493,6.0,変成岩
control.geojson#845,0,静岡県,301.8,12.77,66.4,42.57,0.051,9.034,6.0,付加体
control.geojson#846,0,静岡県,79.5,4.43,32.8,95.38,0.406,36.756,2.0,堆積岩
control.geojson#847,0,静岡県,26.4,7.67,37.4,68.87,0.383,36.277,3.0,付加体
control.geojson#848,0,静岡県,147.4,23.87,78.9,80.3,0.026,25.043,5.0,付加体
control.geojson#849,0,静岡県,3.0,5.17,29.4,17.32,0.266,13.251,6.0,堆積岩
control.geojson#850,0,静岡県,59.1,0.55,2.1,76.97,0.317,33.252,1.0,堆積岩
control.geojson#851,0,静岡県,5.2,0.29,0.6,81.49,0.199,41.071,2.0,堆積岩
control.geojson#852,0,静岡県,91.7,5.41,64.4,5.84,1.055,3.154,1.0,火成岩
control.geojson#853,0,静岡県,2.8,4.0,28.8,15.93,0.118,12.043,,堆積岩
control.geojson#854,0,静岡県,3.0,5.17,29.4,17.32,0.266,13.251,6.0,堆積岩
control.geojson#855,0,静岡県,20.4,0.84,3.3,69.6,0.151,37.257,3.0,堆積岩
control.geojson#856,0,静岡県,607.3,3.0,21.2,12.4,0.172,2.611,7.0,火成岩
control.geojson#857,0,静岡県,27.2,9.37,69.4,27.8,0.252,15.44,6.0,火成岩
control.geojson#858,0,静岡県,432.8,4.65,16.2,14.29,0.095,5.087,2.0,火成岩
control.geojson#859,0,静岡県,110.7,16.83,68.3,97.01,0.45,29.416,6.0,堆積岩
control.geojson#860,0,静岡県,59.1,0.55,2.1,76.97,0.317,33.252,1.0,堆積岩
control.geojson#861,0,静岡県,84.9,8.18,75.8,5.83,1.092,3.112,1.0,火成岩
control.geojson#862,0,静岡県,617.2,3.62,49.7,17.78,0.583,5.214,7.0,堆積岩
control.geojson#863,0,静岡県,238.8,4.35,39.2,48.51,0.739,32.051,4.0,堆積岩
control.geojson#864,0,静岡県,122.4,1.68,8.1,18.61,0.468,10.784,1.0,火成岩
control.geojson#865,0,三重県,406.6,13.37,115.3,129.06,0.005,23.606,7.0,火成岩
control.geojson#866,0,三重県,5.2,1.45,14.7,171.42,0.148,27.39,1.0,堆積岩
control.geojson#867,0,三重県,3.3,0.66,2.1,116.43,0.661,27.049,1.0,堆積岩
control.geojson#868,0,三重県,481.7,2.73,32.3,182.67,0.928,2.473,6.0,変成岩
control.geojson#869,0,三重県,184.2,3.78,23.8,160.04,0.219,7.451,1.0,堆積岩
control.geojson#870,0,三重県,144.9,2.57,97.7,187.2,0.087,13.778,6.0,火成岩
control.geojson#871,0,三重県,32.5,0.38,4.4,121.4,0.214,20.066,2.0,堆積岩
control.geojson#872,0,三重県,64.0,5.47,17.7,164.87,0.375,11.778,7.0,堆積岩
control.geojson#873,0,三重県,123.9,2.61,33.6,142.67,0.258,11.181,6.0,堆積岩
control.geojson#874,0,三重県,0.8,0.46,1.7,115.58,0.708,29.711,1.0,堆積岩
control.geojson#875,0,三重県,4.0,0.34,1.1,129.29,0.771,27.712,1.0,堆積岩
control.geojson#876,0,三重県,,,,188.47,2.273,47.16,,
control.geojson#877,0,三重県,71.9,1.21,5.8,147.31,0.285,8.204,1.0,堆積岩
control.geojson#878,0,三重県,2.7,0.22,1.4,170.89,0.454,27.433,1.0,堆積岩
control.geojson#879,0,三重県,77.6,3.44,39.5,147.07,0.22,8.192,6.0,堆積岩
control.geojson#880,0,三重県,101.3,2.59,44.5,148.78,0.83,5.718,2.0,堆積岩
control.geojson#881,0,三重県,2.7,0.14,0.5,144.05,0.046,18.526,1.0,堆積岩
control.geojson#882,0,三重県,4.3,0.37,2.2,116.48,0.696,27.274,1.0,堆積岩
control.geojson#883,0,三重県,81.0,13.87,54.7,272.67,0.042,21.683,3.0,火成岩
control.geojson#884,0,三重県,158.5,1.53,8.6,164.59,0.27,12.576,1.0,堆積岩
control.geojson#885,0,三重県,762.1,8.27,94.0,155.75,0.419,1.18,6.0,火成岩
control.geojson#886,0,三重県,-0.1,0.0,0.4,111.82,0.67,22.559,1.0,堆積岩
control.geojson#887,0,三重県,68.0,1.77,28.6,147.19,0.17,8.239,1.0,堆積岩
control.geojson#888,0,三重県,44.5,23.89,34.0,174.06,0.414,8.075,2.0,火成岩
control.geojson#889,0,三重県,34.2,1.47,5.0,171.76,0.205,4.404,2.0,堆積岩
control.geojson#890,0,三重県,134.3,4.56,26.0,167.51,0.475,12.565,6.0,堆積岩
control.geojson#891,0,三重県,286.1,4.64,134.9,186.2,0.0,1.798,8.0,火成岩
control.geojson#892,0,三重県,93.8,1.36,7.3,148.82,0.596,5.001,1.0,堆積岩
control.geojson#893,0,三重県,12.8,2.71,36.1,233.29,0.038,5.046,6.0,堆積岩
control.geojson#894,0,滋賀県,167.6,0.73,6.7,91.7,0.126,9.289,2.0,堆積岩
control.geojson#895,0,滋賀県,105.1,0.25,2.1,140.06,0.77,7.477,1.0,堆積岩
control.geojson#896,0,滋賀県,274.2,8.13,105.7,96.15,1.897,0.37,,付加体
control.geojson#897,0,滋賀県,88.9,0.44,5.0,108.32,0.37,1.198,2.0,堆積岩
control.geojson#898,0,滋賀県,87.9,0.0,0.6,113.93,0.031,1.893,2.0,堆積岩
control.geojson#899,0,滋賀県,248.2,3.48,23.4,151.5,0.643,6.75,6.0,堆積岩
control.geojson#900,0,滋賀県,87.4,0.0,10.1,125.25,0.328,1.687,2.0,堆積岩
control.geojson#901,0,滋賀県,257.9,1.49,7.0,142.7,0.099,13.935,2.0,堆積岩
control.geojson#902,0,滋賀県,161.9,6.6,49.4,84.23,0.087,3.406,6.0,付加体
control.geojson#903,0,滋賀県,86.4,0.0,0.8,139.82,0.995,0.236,2.0,
control.geojson#904,0,滋賀県,90.8,0.35,2.2,141.98,0.412,0.162,,堆積岩
control.geojson#905,0,滋賀県,172.0,4.61,15.4,117.27,0.212,10.671,2.0,付加体
control.geojson#906,0,滋賀県,184.3,29.89,104.3,123.51,1.149,0.147,,火成岩
control.geojson#907,0,滋賀県,96.8,0.13,2.3,146.55,0.195,3.359,1.0,堆積岩
control.geojson#908,0,滋賀県,86.1,0.0,0.2,97.88,0.05,0.208,1.0,堆積岩
control.geojson#909,0,京都府,111.7,6.4,105.0,156.82,1.244,7.346,1.0,付加体
control.geojson#910,0,京都府,2.4,3.54,7.4,150.87,0.571,10.971,,堆積岩
control.geojson#911,0,京都府,40.0,6.93,40.9,174.42,0.36,22.232,7.0,堆積岩
control.geojson#912,0,京都府,167.9,3.18,59.0,148.43,0.042,11.586,7.0,堆積岩
control.geojson#913,0,京都府,14.1,8.21,16.6,166.64,0.253,7.051,1.0,堆積岩
control.geojson#914,0,京都府,310.1,13.86,42.3,170.8,0.081,19.251,6.0,変成岩
control.geojson#915,0,京都府,197.3,2.8,51.1,171.22,0.344,7.482,7.0,堆積岩
control.geojson#916,0,京都府,22.9,2.21,17.6,165.59,0.155,13.463,1.0,堆積岩
control.geojson#917,0,京都府,38.1,3.14,32.8,173.82,0.151,21.933,1.0,堆積岩
control.geojson#918,0,京都府,217.4,12.91,57.7,173.62,0.049,10.231,7.0,火成岩
control.geojson#919,0,京都府,205.7,6.32,99.8,173.96,0.477,18.802,7.0,変成岩
control.geojson#920,0,京都府,102.9,1.93,7.8,166.84,0.093,12.965,1.0,堆積岩
control.geojson#921,0,京都府,65.0,7.77,66.3,177.99,0.559,18.329,2.0,堆積岩
control.geojson#922,0,京都府,306.5,10.46,138.1,165.94,0.248,10.692,7.0,火成岩
control.geojson#923,0,京都府,50.5,6.08,27.6,177.32,0.11,21.161,2.0,堆積岩
control.geojson#924,0,京都府,92.7,3.03,24.9,168.62,0.603,16.357,7.0,堆積岩
control.geojson#925,0,京都府,156.4,6.09,53.5,159.03,0.051,6.824,6.0,付加体
control.geojson#926,0,京都府,51.6,1.91,22.5,166.03,0.329,16.979,1.0,堆積岩
control.geojson#927,0,京都府,133.0,3.05,34.3,165.5,0.291,5.905,2.0,付加体
control.geojson#928,0,京都府,95.4,4.17,41.5,175.2,0.349,15.877,2.0,変成岩
control.geojson#929,0,京都府,16.6,0.64,2.5,165.99,0.124,14.364,2.0,堆積岩
control.geojson#930,0,京都府,19.9,3.57,9.6,165.53,0.096,13.402,1.0,堆積岩
control.geojson#931,0,京都府,15.8,1.0,4.6,176.47,0.339,28.003,1.0,堆積岩
control.geojson#932,0,京都府,60.4,13.51,24.6,181.3,0.109,21.962,1.0,堆積岩
control.geojson#933,0,京都府,18.2,2.16,7.1,165.44,0.042,13.33,1.0,堆積岩
control.geojson#934,0,京都府,240.3,8.6,24.0,144.44,0.237,6.261,7.0,堆積岩
control.geojson#935,0,京都府,36.1,4.68,46.1,174.7,0.037,26.925,7.0,火成岩
control.geojson#936,0,京都府,78.2,6.24,29.2,166.61,0.741,14.452,7.0,堆積岩
control.geojson#937,0,兵庫県,181.6,7.39,25.1,205.95,0.556,10.098,2.0,堆積岩
control.geojson#938,0,兵庫県,24.1,0.6,2.2,178.0,0.31,17.85,,堆積岩
control.geojson#939,0,兵庫県,39.5,0.82,5.4,194.99,0.074,10.571,2.0,堆積岩
control.geojson#940,0,兵庫県,1.9,3.3,44.8,171.35,1.52,18.477,7.0,
control.geojson#941,0,兵庫県,173.2,8.3,74.9,201.11,0.18,8.077,4.0,堆積岩
control.geojson#942,0,兵庫県,13.8,0.78,5.2,195.83,0.344,13.73,1.0,堆積岩
control.geojson#943,0,兵庫県,4.7,3.48,22.3,215.95,0.701,56.736,8.0,その他
control.geojson#944,0,兵庫県,3.9,0.0,0.3,166.81,0.222,16.562,1.0,その他
control.geojson#945,0,兵庫県,14.3,1.09,7.5,195.74,0.318,13.554,1.0,堆積岩
control.geojson#946,0,兵庫県,137.5,4.88,25.5,216.01,0.256,4.054,2.0,堆積岩
control.geojson#947,0,兵庫県,22.2,0.55,3.5,213.7,0.134,7.553,7.0,堆積岩
control.geojson#948,0,兵庫県,0.3,0.74,2.8,212.58,0.98,50.374,6.0,
control.geojson#949,0,兵庫県,14.2,0.47,3.4,187.69,0.109,16.16,2.0,堆積岩
control.geojson#950,0,兵庫県,90.4,9.36,42.3,220.06,0.343,51.413,7.0,堆積岩
control.geojson#951,0,兵庫県,59.3,2.63,50.0,175.38,0.019,28.677,7.0,火成岩
control.geojson#952,0,兵庫県,32.4,0.19,3.3,197.55,0.18,9.151,1.0,堆積岩
control.geojson#953,0,兵庫県,668.0,9.79,52.1,177.62,0.199,13.729,2.0,火成岩
control.geojson#954,0,兵庫県,61.6,5.12,48.8,212.87,0.25,6.894,7.0,火成岩
control.geojson#955,0,兵庫県,1.0,0.86,3.0,226.57,0.122,26.441,2.0,堆積岩
control.geojson#956,0,兵庫県,105.6,3.87,66.8,203.14,0.106,9.351,7.0,火成岩
control.geojson#957,0,兵庫県,53.5,14.93,64.5,196.98,0.204,21.395,2.0,堆積岩
control.geojson#958,0,兵庫県,9.5,0.0,1.5,194.82,0.015,13.656,1.0,堆積岩
control.geojson#959,0,兵庫県,715.3,26.58,125.1,175.33,0.218,3.303,7.0,火成岩
control.geojson#960,0,兵庫県,103.7,17.57,98.7,168.49,0.045,13.953,7.0,火成岩
control.geojson#961,0,兵庫県,110.5,1.76,40.0,190.69,0.003,18.158,2.0,堆積岩
control.geojson#962,0,兵庫県,19.9,0.37,3.8,192.37,0.046,9.181,1.0,堆積岩
control.geojson#963,0,兵庫県,150.7,2.96,18.6,206.17,0.517,0.309,2.0,堆積岩
control.geojson#964,0,兵庫県,202.9,0.38,1.8,184.9,0.338,12.911,1.0,堆積岩
control.geojson#965,0,兵庫県,7.7,0.62,4.9,195.71,0.025,14.481,5.0,堆積岩
control.geojson#966,0,兵庫県,61.4,3.85,11.9,213.75,0.302,9.282,1.0,堆積岩
control.geojson#967,0,兵庫県,1.0,1.01,3.8,188.88,0.249,11.617,,
control.geojson#968,0,兵庫県,1.3,0.64,1.9,205.01,0.187,12.437,1.0,堆積岩
control.geojson#969,0,兵庫県,15.1,0.29,2.8,198.89,0.068,11.546,1.0,堆積岩
control.geojson#970,0,兵庫県,0.4,0.91,2.8,218.51,0.332,54.871,2.0,
control.geojson#971,0,兵庫県,7.5,0.83,3.1,222.57,0.803,13.107,1.0,堆積岩
control.geojson#972,0,兵庫県,43.8,3.25,9.7,212.78,0.105,9.306,2.0,堆積岩
control.geojson#973,0,兵庫県,32.4,0.19,3.3,197.55,0.18,9.151,1.0,堆積岩
control.geojson#974,0,兵庫県,0.6,0.0,0.6,202.1,0.176,6.895,1.0,堆積岩
control.geojson#975,0,兵庫県,185.0,5.25,20.5,203.17,0.932,3.675,2.0,堆積岩
control.geojson#976,0,兵庫県,41.9,7.61,27.6,189.9,0.284,15.977,1.0,付加体
